ISBN,bookTitle,bookAuthor,yearOfPublication,publisher,imageUrlS,imageUrlM,imageUrlL,index
1581150245,Photography Your Way,Chuck Delaney,2000,Allworth Press,http://images.amazon.com/images/P/1581150245.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1581150245.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1581150245.01.LZZZZZZZ.jpg,58832
0515118575,A Ghost of a Chance (Haunting Hearts),Casey Claybourne,1996,Jove Books,http://images.amazon.com/images/P/0515118575.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515118575.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515118575.01.LZZZZZZZ.jpg,58992
0743406567,Fargo Rock City : A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,2002,Scribner,http://images.amazon.com/images/P/0743406567.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743406567.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743406567.01.LZZZZZZZ.jpg,59120
0553248960,The Siberians,Farley Mowat,1982,Bantam Books,http://images.amazon.com/images/P/0553248960.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553248960.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553248960.01.LZZZZZZZ.jpg,59295
0500201862,Concepts of Modern Art Revised and Enlarge (World of art),Nikos Stangos,1989,Thames Hudson Inc,http://images.amazon.com/images/P/0500201862.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0500201862.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0500201862.01.LZZZZZZZ.jpg,59455
1892005026,Nonviolent Communication : A Language of Compassion,Marshall B. Rosenberg,1999,PuddleDancer Press,http://images.amazon.com/images/P/1892005026.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1892005026.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1892005026.01.LZZZZZZZ.jpg,59508
0375400370,Evening,Susan Minot,1998,Alfred A. Knopf,http://images.amazon.com/images/P/0375400370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375400370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375400370.01.LZZZZZZZ.jpg,59512
0743219414,The American Yoga Association Beginner's Manual Fully Revised and Updated,Alice Christensen,2002,Fireside,http://images.amazon.com/images/P/0743219414.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743219414.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743219414.01.LZZZZZZZ.jpg,59685
0425068080,The Underdog and Other Stories,Agatha Christie,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425068080.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425068080.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425068080.01.LZZZZZZZ.jpg,59724
0595213189,The Goddess Patrol,JohnÂ?W Howell,2002,Writers Club Press,http://images.amazon.com/images/P/0595213189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595213189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0595213189.01.LZZZZZZZ.jpg,59869
0812564367,Historic Haunted America (Haunted America),Michael Norman,1996,Tor Books,http://images.amazon.com/images/P/0812564367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812564367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812564367.01.LZZZZZZZ.jpg,59935
0689831021,"Lights, Camera, Dil",Kitty Richards,2000,Simon Spotlight/Nickelodeon,http://images.amazon.com/images/P/0689831021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689831021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689831021.01.LZZZZZZZ.jpg,60131
270211606X,Le ras-le-bol des superwomen,MichÃ¨le Fitoussi,1987,Calmann-LÃ©vy,http://images.amazon.com/images/P/270211606X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/270211606X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/270211606X.01.LZZZZZZZ.jpg,60169
0515107492,Fair Game,S.W. Bradford,1992,Jove Books,http://images.amazon.com/images/P/0515107492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515107492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515107492.01.LZZZZZZZ.jpg,60276
0064450775,Dinosaur Bones (Let's-Read-and-Find-Out Science 2),Aliki,1990,HarperTrophy,http://images.amazon.com/images/P/0064450775.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064450775.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064450775.01.LZZZZZZZ.jpg,60347
0916392295,Value of Responsibility: The Story of Ralph Bunche (Valuetales),Ann Donegan Johnson,1978,Value Communications,http://images.amazon.com/images/P/0916392295.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0916392295.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0916392295.01.LZZZZZZZ.jpg,60586
0609607472,The Okinawa Program: How the World's Longest-Lived People Achieve Everlasting Health--and How You Can Too,Bradley J. Willcox,2001,Clarkson N Potter Publishers,http://images.amazon.com/images/P/0609607472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0609607472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0609607472.01.LZZZZZZZ.jpg,60716
0590445952,Our World of Mysteries: Fascinating Facts About the Planet Earth,Suzanne Lord,1991,Scholastic Paperbacks,http://images.amazon.com/images/P/0590445952.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590445952.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590445952.01.LZZZZZZZ.jpg,60732
0679841938,The Mummy Awakes (Bullseye Chillers),Megan Stine,1993,Random House Children's Books,http://images.amazon.com/images/P/0679841938.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679841938.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679841938.01.LZZZZZZZ.jpg,60784
0380446103,"Quasar, Quasar, Burning Bright",Isaac Asimov,1979,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0380446103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380446103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380446103.01.LZZZZZZZ.jpg,60890
0452273064,More Than Allies,Sandra Scofield,1994,Penguin USA,http://images.amazon.com/images/P/0452273064.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452273064.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452273064.01.LZZZZZZZ.jpg,60900
0393315401,The End of a Primitive (Old School Books),Chester Himes,1997,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393315401.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393315401.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393315401.01.LZZZZZZZ.jpg,61029
0688059589,The Secrets of Harry Bright,Joseph Wambaugh,1985,Smithmark Pub,http://images.amazon.com/images/P/0688059589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688059589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688059589.01.LZZZZZZZ.jpg,61085
0375754210,A Soldier's Story (Modern Library War),OMAR N. BRADLEY,1999,Modern Library,http://images.amazon.com/images/P/0375754210.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375754210.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375754210.01.LZZZZZZZ.jpg,61414
0441004369,Off Limits: Tales of Alien Sex,Ellen Datlow,1997,Ace Books,http://images.amazon.com/images/P/0441004369.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441004369.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441004369.01.LZZZZZZZ.jpg,61571
0671642863,CRIMSON FLAME (HARDY BOYS 77) : CRIMSON FLAME (Hardy Boys (Paperback)),Franklin W. Dixon,1987,Aladdin,http://images.amazon.com/images/P/0671642863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671642863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671642863.01.LZZZZZZZ.jpg,61793
0804112967,The Shadow,James Luceno,1994,Ivy Books,http://images.amazon.com/images/P/0804112967.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804112967.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804112967.01.LZZZZZZZ.jpg,61824
0843937424,Apache Runaway,Madeline Baker,1994,Leisure Books,http://images.amazon.com/images/P/0843937424.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843937424.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843937424.01.LZZZZZZZ.jpg,61902
0843935812,Cheyenne Surrender,Madeline Baker,1994,Dorchester Publishing Co,http://images.amazon.com/images/P/0843935812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843935812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843935812.01.LZZZZZZZ.jpg,61904
0425153479,A Blessed Death,Carroll Lachnit,1996,Berkley Publishing Group,http://images.amazon.com/images/P/0425153479.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425153479.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425153479.01.LZZZZZZZ.jpg,61914
0553444549,"Can't Stop Loving You (Loveswept, No 727)",Peggy Webb,1995,Loveswept,http://images.amazon.com/images/P/0553444549.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553444549.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553444549.01.LZZZZZZZ.jpg,62080
1557732485,Boz: Confessions of a Modern Anti-Hero,Brian Bosworth,1989,Jove Books,http://images.amazon.com/images/P/1557732485.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1557732485.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1557732485.01.LZZZZZZZ.jpg,62206
087477876X,Daily Meditations for Women Who Love Too Much,Robin Norwood,1997,Jeremy P. Tarcher,http://images.amazon.com/images/P/087477876X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/087477876X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/087477876X.01.LZZZZZZZ.jpg,62440
1587152827,The Misenchanted Sword,Lawrence Watt-Evans,2000,Wildside Press,http://images.amazon.com/images/P/1587152827.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1587152827.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1587152827.01.LZZZZZZZ.jpg,62489
0451187253,Dark Road Home,Karen Harper,1996,Signet Book,http://images.amazon.com/images/P/0451187253.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451187253.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451187253.01.LZZZZZZZ.jpg,62492
2290313939,Le prophÃ?Â¨te,Khalil Gibran,2001,J'ai lu,http://images.amazon.com/images/P/2290313939.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2290313939.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2290313939.01.LZZZZZZZ.jpg,62783
2714303021,La Forme d'une ville,Julien Gracq,1995,JosÃ?Â© Corti,http://images.amazon.com/images/P/2714303021.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2714303021.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2714303021.01.LZZZZZZZ.jpg,62855
0671894536,"Into the Nebula (Star Trek The Next Generation, No 36)",Gene DeWeese,1995,Star Trek,http://images.amazon.com/images/P/0671894536.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671894536.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671894536.01.LZZZZZZZ.jpg,62938
0425145514,Acid Bath,Nancy Herndon,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425145514.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425145514.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425145514.01.LZZZZZZZ.jpg,63130
1562829300,Cooking With Regis &amp; Kathie Lee,Regis Philbin,1993,Hyperion Books,http://images.amazon.com/images/P/1562829300.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1562829300.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1562829300.01.LZZZZZZZ.jpg,63133
8473865553,En Las Profundidades,Arthur Charles Clarke,1995,Ultramar,http://images.amazon.com/images/P/8473865553.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8473865553.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8473865553.01.LZZZZZZZ.jpg,63382
8429446265,Rimas y Leyendas,Gustavo Adolfo Becquer,1996,Santillana USA Publishing Company,http://images.amazon.com/images/P/8429446265.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8429446265.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8429446265.01.LZZZZZZZ.jpg,63692
0425181510,Quincannon,Bill Pronzini,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425181510.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425181510.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425181510.01.LZZZZZZZ.jpg,63736
9029028106,Het leeuwekind: Roman (Meulenhoff editie),Roel van Duijn,1991,Meulenhoff,http://images.amazon.com/images/P/9029028106.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9029028106.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9029028106.01.LZZZZZZZ.jpg,63783
0385316496,"The Witch in Every Woman: Reawakening the Magical Nature of the Feminine to Heal, Protect, Create, and Empower",Laurie Cabot,1998,Delta,http://images.amazon.com/images/P/0385316496.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385316496.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385316496.01.LZZZZZZZ.jpg,63859
0738700908,Mabon: Celebrating the Autumn Equinox,Kristin Madden,2002,Llewellyn Publications,http://images.amazon.com/images/P/0738700908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0738700908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0738700908.01.LZZZZZZZ.jpg,63892
0140272119,A Dangerous Woman,Mary McGarry Morris,1993,Penguin Books,http://images.amazon.com/images/P/0140272119.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140272119.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140272119.01.LZZZZZZZ.jpg,64195
2070513459,Niourk,Stefan Wul,1999,Gallimard,http://images.amazon.com/images/P/2070513459.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070513459.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070513459.01.LZZZZZZZ.jpg,64616
1550224492,A Chance for Life: The Suzanne Giroux Story,Suzanne Giroux,2001,ECW Press,http://images.amazon.com/images/P/1550224492.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1550224492.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1550224492.01.LZZZZZZZ.jpg,64901
0061040797,The Diamond Tiger,Elizabeth Lowell,1997,HarperTorch,http://images.amazon.com/images/P/0061040797.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061040797.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061040797.01.LZZZZZZZ.jpg,64960
0449231569,Listen for the Whisperer,Phyllis A. Whitney,1982,Not Avail,http://images.amazon.com/images/P/0449231569.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449231569.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449231569.01.LZZZZZZZ.jpg,65546
059040394X,"Rachel (Sunfire, No. 21)",Vivian Schurfranz,1986,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/059040394X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059040394X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059040394X.01.LZZZZZZZ.jpg,65604
006029471X,Haunted : A Tale of the Mediator,Meg Cabot,2003,HarperCollins,http://images.amazon.com/images/P/006029471X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006029471X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006029471X.01.LZZZZZZZ.jpg,65649
0446932590,The Memoirs of Richard Nixon,"Richard Milhouse, Nixon",1979,Warner Books,http://images.amazon.com/images/P/0446932590.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446932590.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446932590.01.LZZZZZZZ.jpg,65895
0312198418,The Boys on the Tracks,Mara Leveritt,1999,Thomas Dunne Books,http://images.amazon.com/images/P/0312198418.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312198418.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312198418.01.LZZZZZZZ.jpg,66008
0445086203,Fury,Joe Farris,1981,Fawcett Books,http://images.amazon.com/images/P/0445086203.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0445086203.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0445086203.01.LZZZZZZZ.jpg,66099
1881052281,Stewardship: Choosing Service over Self-Interest,Peter Block,1993,Berrett-Koehler Publishers,http://images.amazon.com/images/P/1881052281.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1881052281.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1881052281.01.LZZZZZZZ.jpg,66205
1555424635,Managing the Unknowable : Strategic Boundaries Between Order and Chaos in Organizations (Jossey-Bass Management Series),Ralph D.  Stacey,1992,Jossey-Bass,http://images.amazon.com/images/P/1555424635.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555424635.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555424635.01.LZZZZZZZ.jpg,66218
0138797765,Sylvia Porter's Your Finances in the 1990s,Sylvia Porter,1990,Prentice Hall,http://images.amazon.com/images/P/0138797765.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0138797765.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0138797765.01.LZZZZZZZ.jpg,66234
0571194567,Midnight All Day,Hanif Kureishi,1999,Faber Faber Inc,http://images.amazon.com/images/P/0571194567.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571194567.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571194567.01.LZZZZZZZ.jpg,66253
1561708984,Money Cards: Words That Lead to Wealth,Suze Orman,2001,Hay House Lifestyles,http://images.amazon.com/images/P/1561708984.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1561708984.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1561708984.01.LZZZZZZZ.jpg,66389
1568581629,Tapping the Source,Kem Nunn,2000,Four Walls Eight Windows,http://images.amazon.com/images/P/1568581629.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568581629.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568581629.01.LZZZZZZZ.jpg,66458
0449224805,The Empty Copper Sea,John D. MacDonald,1987,Fawcett Books,http://images.amazon.com/images/P/0449224805.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449224805.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449224805.01.LZZZZZZZ.jpg,66647
0307118592,That's What Friends Are for: Walt Disney Productions' the Fox and the Hound (Golden Look-Look Book),Walt Disney,1981,Random House Childrens Books,http://images.amazon.com/images/P/0307118592.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307118592.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307118592.01.LZZZZZZZ.jpg,66766
0441010830,Something M.Y.T.H. Inc (Robert Asprin's Myth),Robert Asprin,2003,Ace Books,http://images.amazon.com/images/P/0441010830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441010830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441010830.01.LZZZZZZZ.jpg,67069
0316159336,Twice Burned: A Novel,Kit Craig,1993,Little Brown &amp; Co,http://images.amazon.com/images/P/0316159336.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316159336.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316159336.01.LZZZZZZZ.jpg,67216
0136109802,Teach Yourself Needlepoint (The Creative handcrafts series),Jo Ippolito. Christensen,1976,Simon &amp; Schuster,http://images.amazon.com/images/P/0136109802.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0136109802.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0136109802.01.LZZZZZZZ.jpg,67301
0446383953,Real World 101,Jeff Calano,1984,Warner Books Inc,http://images.amazon.com/images/P/0446383953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446383953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446383953.01.LZZZZZZZ.jpg,67594
0002261189,Mohammed Maguire,Colin Bateman,2001,HarperCollins,http://images.amazon.com/images/P/0002261189.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002261189.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002261189.01.LZZZZZZZ.jpg,67726
0061052949,The Rift,Walter Jon Williams,1999,Eos (HarperCollins),http://images.amazon.com/images/P/0061052949.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061052949.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061052949.01.LZZZZZZZ.jpg,67764
0671556827,The Engineer of Human Souls,Josef Skvorecky,1985,Washington Square Press,http://images.amazon.com/images/P/0671556827.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671556827.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671556827.01.LZZZZZZZ.jpg,67880
0590422359,The Littles and the Great Halloween Scare (Littles),John Peterson,1994,Scholastic,http://images.amazon.com/images/P/0590422359.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590422359.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590422359.01.LZZZZZZZ.jpg,67948
8484500012,LA Piel Del Tambor,Arturo Perez-Reverte,2002,Distribooks,http://images.amazon.com/images/P/8484500012.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8484500012.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8484500012.01.LZZZZZZZ.jpg,68013
1568654073,Blackstone Chronicles,John Saul,1997,Bantam Doubleday Dell,http://images.amazon.com/images/P/1568654073.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1568654073.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1568654073.01.LZZZZZZZ.jpg,68014
044031335X,The Collector,John Fowles,1991,Dell Publishing Company,http://images.amazon.com/images/P/044031335X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044031335X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044031335X.01.LZZZZZZZ.jpg,68147
0590085247,Little House In the Big Woods,Laura Ingalls Wilder,1960,scholastic,http://images.amazon.com/images/P/0590085247.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590085247.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590085247.01.LZZZZZZZ.jpg,68161
0449907643,Promiscuities: The Secret Struggle for Womanhood,Naomi Wolf,1998,Ballantine Books,http://images.amazon.com/images/P/0449907643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449907643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449907643.01.LZZZZZZZ.jpg,68182
038503069X,The Complete Guide to Preparing Baby Foods at Home,Sue Castle,1973,Doubleday,http://images.amazon.com/images/P/038503069X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038503069X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038503069X.01.LZZZZZZZ.jpg,68264
051510535X,Wishes on the Wind,Elaine Barbieri,1991,Jove Books,http://images.amazon.com/images/P/051510535X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051510535X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051510535X.01.LZZZZZZZ.jpg,68295
0373192711,"In Love With The Boss (Harlequin Silhouette Romance, No 1271)",Doreen Roberts,1997,Silhouette,http://images.amazon.com/images/P/0373192711.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373192711.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373192711.01.LZZZZZZZ.jpg,68321
2070726908,Le Petit Sauvage,Alexandre Jardin,1992,Gallimard,http://images.amazon.com/images/P/2070726908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070726908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070726908.01.LZZZZZZZ.jpg,68363
0375824677,See You Down the Road : A Novel,KIM ABLON WHITNEY,2004,Knopf Books for Young Readers,http://images.amazon.com/images/P/0375824677.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375824677.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375824677.01.LZZZZZZZ.jpg,68653
3150006309,Konig Odipus,Sophokles,1998,"Philipp Reclam, Jun Verlag GmbH",http://images.amazon.com/images/P/3150006309.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3150006309.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3150006309.01.LZZZZZZZ.jpg,69317
0140278702,Lucky Jim (Essential.penguin S.),Kingsley Amis,1998,Penguin Books Ltd,http://images.amazon.com/images/P/0140278702.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140278702.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140278702.01.LZZZZZZZ.jpg,69400
0425150526,Death Crosses the Border,Janice Steinberg,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425150526.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425150526.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425150526.01.LZZZZZZZ.jpg,69509
1894294483,Caged Eagle: A Novel,Richard Rohmer,2002,Creative Book Publishing,http://images.amazon.com/images/P/1894294483.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1894294483.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1894294483.01.LZZZZZZZ.jpg,69740
3407787243,Liebeskummer,Karel Eykman,1997,Beltz,http://images.amazon.com/images/P/3407787243.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3407787243.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3407787243.01.LZZZZZZZ.jpg,69796
0671533045,Serenade,Marceau,1981,Pocket Books (Mm),http://images.amazon.com/images/P/0671533045.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671533045.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671533045.01.LZZZZZZZ.jpg,69836
0517118327,Selected Poems (Great Poets),Lord Byron,1994,Gramercy Books,http://images.amazon.com/images/P/0517118327.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517118327.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517118327.01.LZZZZZZZ.jpg,69864
0312867034,Essential Bordertown: A Traveller's Guide to the Edge of Faerie,Terri Windling,1999,Tor Books,http://images.amazon.com/images/P/0312867034.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312867034.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312867034.01.LZZZZZZZ.jpg,69944
0879803584,Reflexology,Maybelle Segal,1976,Wilshire Book Company,http://images.amazon.com/images/P/0879803584.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0879803584.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0879803584.01.LZZZZZZZ.jpg,70037
0060972300,In a Word,Margaret S. Ernst,1989,Harpercollins,http://images.amazon.com/images/P/0060972300.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060972300.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060972300.01.LZZZZZZZ.jpg,70231
087788739X,Running on Empty: Refilling Your Spirit at the Low Points of Life,Jill Briscoe,1995,Shaw,http://images.amazon.com/images/P/087788739X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/087788739X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/087788739X.01.LZZZZZZZ.jpg,70446
